Shop_ID,Shop_Name,Province,Sales_Rep,Shop_Latitude,Shop_Longitude,Visit_Status,Checkin_Timestamp,User_Latitude,User_Longitude,Distance_From_Shop(m),Remark
S0340,เมืองใต้ สโตร์,นครศรีธรรมราช,วิชัย,8.444145,99.887332,Checked-in,2025-12-03 14:26:37,8.444348,99.887273,23.0,ปกติ
S0341,ทรัพย์ โอชา,ระนอง,ทศพล,9.922358,98.701608,Checked-in,2025-12-06 08:14:49,9.922383,98.701491,13.0,ปกติ
S0342,เจริญ โกรเซอรี่,ปัตตานี,วิชัย,6.821555,101.181223,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0343,หาดใหญ่ ค้าส่ง,ตรัง,สมชาย,7.617632,99.601808,Checked-in,2025-12-02 12:20:38,7.617513,99.602081,32.0,ปกติ
S0344,ทรัพย์ มาร์ท,สงขลา,สมชาย,6.99675,100.477586,Checked-in,2025-12-02 17:50:35,6.996609,100.477356,29.0,ปกติ
S0345,รุ่งเรือง ค้าส่ง,พังงา,สุดารัตน์,8.372019,98.575792,Checked-in,2025-12-08 17:04:33,8.372235,98.576027,35.0,ปกติ
S0346,รุ่งเรือง การค้า,สตูล,สมชาย,6.603488,100.027185,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0347,สยาม ค้าส่ง,พัทลุง,ทศพล,7.615397,100.088753,Checked-in,2025-12-08 14:10:42,7.615324,100.08878,8.0,ปกติ
S0348,โกไข่ โกรเซอรี่,พังงา,มานะ,8.454578,98.44624,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0349,สยาม 2024,กระบี่,วิชัย,8.109151,98.985984,Checked-in,2025-12-07 10:10:44,8.109324,98.98628,37.0,ปกติ
S0350,อันดามัน ค้าส่ง,สตูล,กานต์,6.625905,100.121011,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0351,สยาม โกรเซอรี่,สุราษฎร์ธานี,ทศพล,9.170427,99.340302,Checked-in,2025-12-09 11:22:38,9.170617,99.34008,32.0,ปกติ
S0352,หาดใหญ่ บริการ,สงขลา,กานต์,6.958973,100.46116,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0353,สยาม 2024,ระนอง,ทศพล,10.012629,98.629119,Checked-in,2025-12-06 08:12:41,10.012656,98.629186,7.0,ปกติ
S0354,สยาม โกรเซอรี่,ปัตตานี,สุดารัตน์,6.946024,101.174006,Checked-in,2025-12-03 16:11:58,6.946204,101.173815,29.0,ปกติ
S0355,อันดามัน โกรเซอรี่,สงขลา,สุดารัตน์,7.003442,100.490835,Checked-in,2025-12-09 13:26:47,6.999802,100.504398,1550.0,ระยะไกลเกินกำหนด (Suspicious)
S0356,โกไข่ ซัพพลาย,ตรัง,สมชาย,7.522313,99.653517,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0357,น้องหญิง โอชา,ภูเก็ต,กานต์,7.897086,98.318745,Checked-in,2025-12-04 10:51:51,7.897364,98.318515,39.0,ปกติ
S0358,อันดามัน โอชา,ระนอง,มานะ,9.935078,98.594735,Checked-in,2025-12-03 09:17:51,9.935231,98.594463,34.0,ปกติ
S0359,น้องหญิง สโตร์,กระบี่,มานะ,8.022194,98.916072,Checked-in,2025-12-05 10:10:24,8.021995,98.915976,24.0,ปกติ
S0360,หาดใหญ่ บริการ,กระบี่,วิชัย,8.142393,98.856858,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0361,ศรีนคร โอชา,ปัตตานี,ทศพล,6.890611,101.312877,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0362,อันดามัน บริการ,ชุมพร,สมชาย,10.562378,99.210383,Checked-in,2025-12-03 12:24:00,10.562612,99.21009,41.0,ปกติ
S0363,สยาม การค้า,พัทลุง,สุดารัตน์,7.604577,100.110654,Checked-in,2025-12-01 16:00:54,7.604716,100.110896,30.0,ปกติ
S0364,รุ่งเรือง 2024,สตูล,สมชาย,6.695554,100.022906,Checked-in,2025-12-04 12:10:37,6.695828,100.022806,32.0,ปกติ
S0365,อันดามัน 2024,ภูเก็ต,วิชัย,7.894686,98.344279,Checked-in,2025-12-08 15:29:42,7.894886,98.344428,27.0,ปกติ
S0366,สยาม มาร์ท,นราธิวาส,สุดารัตน์,6.48008,101.776317,Checked-in,2025-12-02 11:30:30,6.480288,101.776417,25.0,ปกติ
S0367,ทรัพย์ การค้า,ภูเก็ต,วิชัย,7.886464,98.389191,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0368,อันดามัน 2024,สุราษฎร์ธานี,สมชาย,9.080686,99.35914,Checked-in,2025-12-07 17:28:18,9.080928,99.359002,30.0,ปกติ
S0369,ทรัพย์ การค้า,ยะลา,สุดารัตน์,6.515535,101.254503,Checked-in,2025-12-08 10:02:24,6.515719,101.254469,20.0,ปกติ
S0370,เมืองใต้ มาร์ท,นราธิวาส,สมชาย,6.46327,101.904718,Checked-in,2025-12-07 12:43:41,6.463297,101.904702,3.0,ปกติ
S0371,เมืองใต้ ซัพพลาย,สตูล,สุดารัตน์,6.663888,100.054448,Checked-in,2025-12-07 16:32:40,6.663969,100.054164,32.0,ปกติ
S0372,ศรีนคร มาร์ท,สงขลา,สมชาย,6.983078,100.525669,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0373,รุ่งเรือง การค้า,ยะลา,ทศพล,6.620872,101.206081,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0374,สยาม 2024,นราธิวาส,ทศพล,6.458924,101.788889,Checked-in,2025-12-02 15:00:23,6.458748,101.788729,26.0,ปกติ
S0375,หาดใหญ่ สโตร์,นราธิวาส,กานต์,6.36833,101.900215,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0376,เมืองใต้ ค้าส่ง,ยะลา,ทศพล,6.604554,101.25066,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0377,เจริญ โอชา,สตูล,วิชัย,6.653107,100.095464,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0378,เมืองใต้ โอชา,ปัตตานี,วิชัย,6.862135,101.181832,Checked-in,2025-12-02 12:06:49,6.862079,101.181998,19.0,ปกติ
S0379,หาดใหญ่ ซัพพลาย,พังงา,มานะ,8.455962,98.595869,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0380,อันดามัน สโตร์,พังงา,สุดารัตน์,8.491869,98.507562,Checked-in,2025-12-02 17:09:18,8.492152,98.507526,31.0,ปกติ
S0381,เจริญ มาร์ท,พังงา,สุดารัตน์,8.501999,98.545964,Checked-in,2025-12-06 12:59:59,8.501849,98.545771,27.0,ปกติ
S0382,ทรัพย์ สโตร์,พัทลุง,วิชัย,7.680489,100.097793,Checked-in,2025-12-05 15:55:24,7.680494,100.097531,28.0,ปกติ
S0383,เจริญ มาร์ท,ยะลา,มานะ,6.612667,101.225223,Checked-in,2025-12-01 09:29:41,6.612551,101.225351,19.0,ปกติ
S0384,ศรีนคร สโตร์,ชุมพร,วิชัย,10.50946,99.219762,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0385,โกไข่ ค้าส่ง,ยะลา,สุดารัตน์,6.61513,101.334462,Checked-in,2025-12-03 15:04:52,6.614896,101.334395,27.0,ปกติ
S0386,ทรัพย์ 2024,ยะลา,ทศพล,6.580063,101.286187,Checked-in,2025-12-03 10:51:10,6.580166,101.286316,18.0,ปกติ
S0387,โกไข่ ค้าส่ง,สุราษฎร์ธานี,สุดารัตน์,9.175805,99.280192,Checked-in,2025-12-06 14:18:53,9.175759,99.28021,5.0,ปกติ
S0388,โกไข่ ซัพพลาย,พัทลุง,กานต์,7.673224,100.09468,Checked-in,2025-12-04 10:41:53,7.673519,100.094706,32.0,ปกติ
S0389,ศรีนคร โกรเซอรี่,พัทลุง,วิชัย,7.558464,100.027782,Checked-in,2025-12-05 15:01:43,7.558558,100.027489,33.0,ปกติ
S0390,สยาม การค้า,สุราษฎร์ธานี,มานะ,9.125078,99.33772,Checked-in,2025-12-01 16:27:56,9.124784,99.33746,43.0,ปกติ
S0391,เจริญ สโตร์,กระบี่,ทศพล,8.052593,98.881915,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0392,หาดใหญ่ บริการ,สงขลา,สมชาย,6.966163,100.519398,Checked-in,2025-12-05 10:05:18,6.946913,100.521693,2155.0,ระยะไกลเกินกำหนด (Suspicious)
S0393,น้องหญิง บริการ,พัทลุง,มานะ,7.640394,99.98938,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0394,หาดใหญ่ ค้าส่ง,สตูล,สมชาย,6.69844,100.045595,Checked-in,2025-12-09 16:29:26,6.698605,100.045397,28.0,ปกติ
S0395,เมืองใต้ สโตร์,ยะลา,กานต์,6.580916,101.218283,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0396,เจริญ โกรเซอรี่,สตูล,ทศพล,6.622479,100.089734,Checked-in,2025-12-07 09:12:14,6.622301,100.089873,25.0,ปกติ
S0397,โกไข่ ค้าส่ง,ภูเก็ต,มานะ,7.841579,98.440075,Checked-in,2025-12-03 16:05:37,7.841683,98.440226,20.0,ปกติ
S0398,หาดใหญ่ การค้า,ยะลา,วิชัย,6.532573,101.345352,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0399,ศรีนคร มาร์ท,พัทลุง,วิชัย,7.607819,100.106168,Checked-in,2025-12-01 15:58:51,7.607866,100.106065,12.0,ปกติ
S0400,อันดามัน บริการ,ชุมพร,วิชัย,10.498448,99.234438,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0401,สยาม 2024,นครศรีธรรมราช,สุดารัตน์,8.506449,99.898506,Checked-in,2025-12-04 14:55:08,8.506454,99.898284,24.0,ปกติ
S0402,น้องหญิง การค้า,ตรัง,ทศพล,7.546456,99.554815,Checked-in,2025-12-09 14:52:52,7.546665,99.554968,28.0,ปกติ
S0403,โกไข่ มาร์ท,ยะลา,ทศพล,6.596049,101.252693,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0404,เจริญ สโตร์,ชุมพร,มานะ,10.52144,99.199622,Checked-in,2025-12-03 12:10:51,10.521169,99.199348,42.0,ปกติ
S0405,หาดใหญ่ สโตร์,ภูเก็ต,สุดารัตน์,7.806967,98.42321,Checked-in,2025-12-02 14:35:47,7.807122,98.423258,18.0,ปกติ
S0406,อันดามัน มาร์ท,ภูเก็ต,มานะ,7.825464,98.449398,Checked-in,2025-12-04 09:33:16,7.825376,98.449343,11.0,ปกติ
S0407,น้องหญิง โอชา,นราธิวาส,กานต์,6.4773,101.87133,Checked-in,2025-12-02 09:37:50,6.477591,101.871378,32.0,ปกติ
S0408,สยาม การค้า,นราธิวาส,สมชาย,6.415249,101.847706,Checked-in,2025-12-04 10:35:40,6.415241,101.84794,25.0,ปกติ
S0409,เจริญ ซัพพลาย,ยะลา,สุดารัตน์,6.481116,101.205089,Checked-in,2025-12-03 15:59:37,6.481125,101.205342,27.0,ปกติ
S0410,สยาม 2024,นครศรีธรรมราช,สมชาย,8.43836,100.027413,Checked-in,2025-12-07 12:04:28,8.447792,100.023618,1128.0,ระยะไกลเกินกำหนด (Suspicious)
S0411,รุ่งเรือง โอชา,ยะลา,วิชัย,6.597418,101.2478,Checked-in,2025-12-04 08:25:31,6.597342,101.247641,19.0,ปกติ
S0412,น้องหญิง โอชา,นราธิวาส,ทศพล,6.477317,101.777563,Checked-in,2025-12-08 08:39:06,6.477544,101.77782,37.0,ปกติ
S0413,โกไข่ มาร์ท,สงขลา,กานต์,7.017735,100.530047,Checked-in,2025-12-05 10:43:00,7.026457,100.516843,1750.0,ระยะไกลเกินกำหนด (Suspicious)
S0414,น้องหญิง พานิช,ชุมพร,มานะ,10.506554,99.235122,Checked-in,2025-12-09 15:29:41,10.506636,99.235083,10.0,ปกติ
S0415,ทรัพย์ โกรเซอรี่,ปัตตานี,สุดารัตน์,6.841203,101.27318,Checked-in,2025-12-01 17:12:14,6.836199,101.276972,696.0,ระยะไกลเกินกำหนด (Suspicious)
S0416,น้องหญิง ซัพพลาย,กระบี่,วิชัย,8.044097,98.932227,Checked-in,2025-12-09 16:35:39,8.044076,98.931999,25.0,ปกติ
S0417,อันดามัน โกรเซอรี่,ภูเก็ต,กานต์,7.928202,98.413616,Checked-in,2025-12-01 08:17:14,7.942089,98.42131,1761.0,ระยะไกลเกินกำหนด (Suspicious)
S0418,น้องหญิง ค้าส่ง,ปัตตานี,สมชาย,6.875714,101.319828,Checked-in,2025-12-05 10:12:50,6.875477,101.319754,27.0,ปกติ
S0419,โกไข่ 2024,ชุมพร,สมชาย,10.538758,99.220625,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0420,เมืองใต้ โกรเซอรี่,กระบี่,ทศพล,8.106156,98.892591,Checked-in,2025-12-06 09:06:07,8.106282,98.892693,17.0,ปกติ
S0421,เจริญ การค้า,กระบี่,มานะ,8.090088,98.98487,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0422,เจริญ 2024,ชุมพร,วิชัย,10.536338,99.173822,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0423,น้องหญิง โอชา,กระบี่,กานต์,8.107837,98.900926,Checked-in,2025-12-07 09:04:15,8.107949,98.900791,19.0,ปกติ
S0424,เมืองใต้ การค้า,ภูเก็ต,สมชาย,7.935654,98.361989,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0425,อันดามัน สโตร์,ตรัง,มานะ,7.523057,99.53734,Checked-in,2025-12-06 14:50:22,7.515658,99.523507,1732.0,ระยะไกลเกินกำหนด (Suspicious)
S0426,ศรีนคร 2024,ภูเก็ต,กานต์,7.8232,98.433766,Checked-in,2025-12-08 09:05:49,7.823243,98.433914,16.0,ปกติ
S0427,โกไข่ มาร์ท,พังงา,สุดารัตน์,8.42323,98.533255,Checked-in,2025-12-09 11:13:07,8.42325,98.532989,29.0,ปกติ
S0428,อันดามัน 2024,ยะลา,กานต์,6.601697,101.289514,Checked-in,2025-12-09 09:59:45,6.601862,101.289445,19.0,ปกติ
S0429,อันดามัน 2024,สงขลา,สุดารัตน์,6.957453,100.41031,Checked-in,2025-12-01 09:41:57,6.957748,100.4106,45.0,ปกติ
S0430,ทรัพย์ ค้าส่ง,พังงา,มานะ,8.467816,98.562999,Checked-in,2025-12-05 17:27:33,8.467774,98.562886,13.0,ปกติ
S0431,หาดใหญ่ โกรเซอรี่,ชุมพร,สุดารัตน์,10.516996,99.110984,Checked-in,2025-12-04 11:46:36,10.516793,99.110974,22.0,ปกติ
S0432,ศรีนคร สโตร์,ปัตตานี,สุดารัตน์,6.932695,101.244376,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0433,เมืองใต้ พานิช,นครศรีธรรมราช,สมชาย,8.426618,99.922266,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0434,สยาม สโตร์,สตูล,สมชาย,6.65929,99.99523,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0435,โกไข่ ซัพพลาย,สุราษฎร์ธานี,สุดารัตน์,9.147525,99.310112,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0436,โกไข่ ค้าส่ง,ระนอง,มานะ,9.906676,98.695045,Checked-in,2025-12-02 15:58:19,9.906919,98.695037,27.0,ปกติ
S0437,ทรัพย์ โอชา,นราธิวาส,วิชัย,6.431319,101.857799,Checked-in,2025-12-09 10:51:31,6.431117,101.858029,33.0,ปกติ
S0438,รุ่งเรือง ซัพพลาย,สงขลา,กานต์,6.97566,100.448475,Checked-in,2025-12-08 13:16:34,6.975548,100.448543,14.0,ปกติ
S0439,รุ่งเรือง ค้าส่ง,สงขลา,สมชาย,6.994438,100.455634,Checked-in,2025-12-02 15:03:24,6.979547,100.444942,2033.0,ระยะไกลเกินกำหนด (Suspicious)
S0440,ทรัพย์ ค้าส่ง,ยะลา,มานะ,6.584163,101.332203,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0441,เจริญ โอชา,พัทลุง,สมชาย,7.64995,100.098742,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0442,เมืองใต้ การค้า,ยะลา,กานต์,6.540956,101.310903,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0443,รุ่งเรือง มาร์ท,ชุมพร,กานต์,10.452382,99.231491,Checked-in,2025-12-03 13:40:56,10.452298,99.231721,26.0,ปกติ
S0444,สยาม ซัพพลาย,ระนอง,สมชาย,10.024837,98.697043,Checked-in,2025-12-01 15:30:40,10.009105,98.695153,1761.0,ระยะไกลเกินกำหนด (Suspicious)
S0445,ทรัพย์ มาร์ท,ตรัง,กานต์,7.516699,99.633918,Checked-in,2025-12-02 12:20:11,7.516621,99.634105,22.0,ปกติ
S0446,รุ่งเรือง มาร์ท,สตูล,กานต์,6.621887,100.144613,Checked-in,2025-12-06 13:32:58,6.621625,100.144334,42.0,ปกติ
S0447,เมืองใต้ 2024,ยะลา,วิชัย,6.557654,101.28275,Checked-in,2025-12-07 12:44:33,6.557413,101.282537,35.0,ปกติ
S0448,ทรัพย์ พานิช,พัทลุง,วิชัย,7.56141,100.135771,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0449,เจริญ พานิช,ชุมพร,มานะ,10.524961,99.168621,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0450,รุ่งเรือง พานิช,สตูล,สมชาย,6.605898,100.026297,Checked-in,2025-12-05 10:48:02,6.60582,100.026085,24.0,ปกติ
S0451,น้องหญิง ค้าส่ง,ตรัง,สมชาย,7.560629,99.648892,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0452,หาดใหญ่ พานิช,ตรัง,สุดารัตน์,7.528879,99.659702,Checked-in,2025-12-01 11:11:47,7.529082,99.65977,23.0,ปกติ
S0453,น้องหญิง โอชา,นครศรีธรรมราช,กานต์,8.509299,99.91746,Checked-in,2025-12-09 11:21:33,8.509442,99.917439,16.0,ปกติ
S0454,โกไข่ ซัพพลาย,นราธิวาส,สุดารัตน์,6.376342,101.823713,Checked-in,2025-12-01 14:23:33,6.376344,101.823993,30.0,ปกติ
S0455,โกไข่ ค้าส่ง,ตรัง,กานต์,7.572184,99.563515,Checked-in,2025-12-02 08:03:58,7.572452,99.563752,39.0,ปกติ
S0456,ศรีนคร สโตร์,สุราษฎร์ธานี,สมชาย,9.075292,99.255216,Checked-in,2025-12-01 17:09:09,9.075145,99.255405,26.0,ปกติ
S0457,รุ่งเรือง มาร์ท,สตูล,วิชัย,6.70223,100.134513,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0458,สยาม บริการ,สุราษฎร์ธานี,วิชัย,9.206355,99.283444,Checked-in,2025-12-02 08:03:10,9.206193,99.283504,19.0,ปกติ
S0459,หาดใหญ่ บริการ,นครศรีธรรมราช,สุดารัตน์,8.479898,99.984257,Checked-in,2025-12-08 09:49:16,8.480098,99.984145,25.0,ปกติ
S0460,เจริญ โอชา,นครศรีธรรมราช,กานต์,8.405084,99.949514,Checked-in,2025-12-07 10:47:09,8.40481,99.949605,32.0,ปกติ
S0461,น้องหญิง พานิช,ระนอง,สมชาย,9.923512,98.621244,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0462,สยาม โอชา,พังงา,สุดารัตน์,8.402168,98.462442,Checked-in,2025-12-01 14:01:14,8.402209,98.462738,32.0,ปกติ
S0463,รุ่งเรือง ซัพพลาย,นครศรีธรรมราช,ทศพล,8.391102,100.026191,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0464,เจริญ พานิช,นครศรีธรรมราช,สมชาย,8.416109,99.890674,Checked-in,2025-12-09 14:31:24,8.41598,99.890733,15.0,ปกติ
S0465,ศรีนคร การค้า,ระนอง,ทศพล,10.019273,98.618476,Checked-in,2025-12-06 17:03:03,10.019325,98.618641,18.0,ปกติ
S0466,เมืองใต้ สโตร์,สุราษฎร์ธานี,สุดารัตน์,9.13067,99.386646,Checked-in,2025-12-07 14:28:54,9.130926,99.38659,29.0,ปกติ
S0467,หาดใหญ่ พานิช,สตูล,กานต์,6.647166,100.098931,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0468,ทรัพย์ พานิช,ภูเก็ต,ทศพล,7.912477,98.343218,Checked-in,2025-12-03 11:25:10,7.912685,98.343061,28.0,ปกติ
S0469,เจริญ ค้าส่ง,นราธิวาส,สุดารัตน์,6.392561,101.763248,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0470,อันดามัน บริการ,นครศรีธรรมราช,สุดารัตน์,8.460882,99.951662,Checked-in,2025-12-05 15:03:34,8.460742,99.951555,19.0,ปกติ
S0471,ทรัพย์ ค้าส่ง,กระบี่,วิชัย,8.139102,98.881552,Checked-in,2025-12-04 12:12:38,8.139389,98.881682,35.0,ปกติ
S0472,ศรีนคร การค้า,ภูเก็ต,วิชัย,7.864575,98.372205,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0473,เจริญ มาร์ท,สุราษฎร์ธานี,ทศพล,9.121995,99.300564,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0474,รุ่งเรือง โอชา,ตรัง,วิชัย,7.596901,99.636926,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0475,หาดใหญ่ บริการ,นราธิวาส,ทศพล,6.461803,101.799983,Checked-in,2025-12-06 13:44:33,6.461848,101.799876,12.0,ปกติ
S0476,ทรัพย์ บริการ,นครศรีธรรมราช,สุดารัตน์,8.404389,100.028443,Checked-in,2025-12-05 10:02:08,8.404211,100.028399,20.0,ปกติ
S0477,โกไข่ พานิช,พังงา,กานต์,8.511003,98.522714,Checked-in,2025-12-05 13:53:06,8.510948,98.522512,23.0,ปกติ
S0478,โกไข่ ซัพพลาย,สุราษฎร์ธานี,มานะ,9.09093,99.281554,Checked-in,2025-12-09 14:12:27,9.091189,99.281574,28.0,ปกติ
S0479,โกไข่ ซัพพลาย,สุราษฎร์ธานี,กานต์,9.070001,99.309619,Checked-in,2025-12-03 15:11:54,9.069806,99.309583,22.0,ปกติ
S0480,เมืองใต้ 2024,นครศรีธรรมราช,สุดารัตน์,8.492402,99.940031,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0481,ศรีนคร สโตร์,ปัตตานี,กานต์,6.82555,101.204068,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0482,เจริญ โอชา,พังงา,วิชัย,8.464683,98.560914,Checked-in,2025-12-06 15:38:55,8.464693,98.560805,12.0,ปกติ
S0483,เจริญ โกรเซอรี่,สตูล,มานะ,6.592988,100.092904,Checked-in,2025-12-02 08:04:30,6.592852,100.092989,17.0,ปกติ
S0484,ศรีนคร บริการ,ตรัง,สุดารัตน์,7.532764,99.677574,Checked-in,2025-12-08 13:03:33,7.533043,99.67751,31.0,ปกติ
S0485,ศรีนคร สโตร์,ภูเก็ต,วิชัย,7.953485,98.455856,Checked-in,2025-12-02 10:52:45,7.953354,98.455894,15.0,ปกติ
S0486,รุ่งเรือง ค้าส่ง,พัทลุง,วิชัย,7.566417,100.101447,Checked-in,2025-12-05 16:37:20,7.566275,100.101343,19.0,ปกติ
S0487,ศรีนคร สโตร์,นครศรีธรรมราช,สุดารัตน์,8.437042,99.951238,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0488,เจริญ บริการ,พัทลุง,กานต์,7.686179,100.009713,Checked-in,2025-12-01 16:33:29,7.686209,100.009505,23.0,ปกติ
S0489,ทรัพย์ โกรเซอรี่,ยะลา,กานต์,6.518463,101.293943,Checked-in,2025-12-07 10:56:21,6.51871,101.294222,41.0,ปกติ
S0490,รุ่งเรือง การค้า,ตรัง,สมชาย,7.490781,99.671294,Checked-in,2025-12-03 12:53:38,7.475037,99.660023,2146.0,ระยะไกลเกินกำหนด (Suspicious)
S0491,เจริญ ซัพพลาย,พังงา,กานต์,8.510947,98.513888,Checked-in,2025-12-02 16:53:48,8.510998,98.513655,26.0,ปกติ
S0492,ศรีนคร มาร์ท,สุราษฎร์ธานี,กานต์,9.150369,99.362175,Checked-in,2025-12-01 15:18:26,9.150157,99.362269,25.0,ปกติ
S0493,สยาม มาร์ท,ภูเก็ต,สุดารัตน์,7.938527,98.332246,Checked-in,2025-12-08 12:01:11,7.938405,98.332217,13.0,ปกติ
S0494,ศรีนคร สโตร์,สงขลา,สมชาย,7.019616,100.436785,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0495,รุ่งเรือง สโตร์,ภูเก็ต,มานะ,7.949276,98.364871,Checked-in,2025-12-02 16:21:10,7.949519,98.365158,41.0,ปกติ
S0496,โกไข่ 2024,นราธิวาส,สุดารัตน์,6.498213,101.819218,Checked-in,2025-12-05 14:18:21,6.499314,101.83337,1568.0,ระยะไกลเกินกำหนด (Suspicious)
S0497,อันดามัน การค้า,พังงา,สุดารัตน์,8.498726,98.533683,Checked-in,2025-12-06 09:58:03,8.498567,98.533645,18.0,ปกติ
S0498,โกไข่ บริการ,นราธิวาส,มานะ,6.496096,101.769091,Checked-in,2025-12-09 12:38:18,6.496334,101.768893,34.0,ปกติ
S0499,หาดใหญ่ มาร์ท,ตรัง,มานะ,7.554162,99.631609,Checked-in,2025-12-02 09:52:30,7.572667,99.639084,2216.0,ระยะไกลเกินกำหนด (Suspicious)
S0500,หาดใหญ่ ค้าส่ง,นครศรีธรรมราช,ทศพล,8.501263,99.942986,Checked-in,2025-12-01 17:17:05,8.501097,99.943097,22.0,ปกติ
S0501,อันดามัน พานิช,ยะลา,สุดารัตน์,6.534025,101.275948,Checked-in,2025-12-05 14:32:40,6.534116,101.276082,17.0,ปกติ
S0502,ทรัพย์ โกรเซอรี่,สงขลา,วิชัย,7.077594,100.397195,Checked-in,2025-12-03 11:09:59,7.077362,100.397365,31.0,ปกติ
S0503,โกไข่ พานิช,นครศรีธรรมราช,วิชัย,8.41504,99.996184,Checked-in,2025-12-04 13:36:24,8.404096,99.98109,2058.0,ระยะไกลเกินกำหนด (Suspicious)
S0504,ทรัพย์ 2024,ยะลา,สุดารัตน์,6.541697,101.318133,Checked-in,2025-12-09 16:45:25,6.541665,101.317941,21.0,ปกติ
S0505,รุ่งเรือง 2024,นราธิวาส,สมชาย,6.452352,101.811188,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0506,น้องหญิง บริการ,สงขลา,ทศพล,6.971374,100.517711,Not Checked-in,,,,,ลูกค้าไม่อยู่ร้าน / ข้ามรอบ
S0507,ทรัพย์ บริการ,สุราษฎร์ธานี,มานะ,9.205977,99.27742,Checked-in,2025-12-08 12:44:25,9.205694,99.277148,43.0,ปกติ
