Shop_ID,Shop_Name,Region,Province,District_Anchor,Shop_Lat,Shop_Lon,Visit_Status,Checkin_Time,User_Lat,User_Lon,Distance_m,Remark
S00965,มั่นคง สโตร์,North,Nakhon Sawan,Mueang,15.737328,100.103323,Missed,,,,,-
S00966,ท็อป เบเกอรี่,Bangkok-Metro,Nonthaburi,Mueang,13.883947,100.539171,Checked-in,2025-12-04 17:04:52,13.883844,100.539367,24.0,Normal
S00967,เพิ่มพูน คาเฟ่,North,Chiang Rai,Mueang,19.95201,99.792087,Missed,,,,,-
S00968,สมชาย เทรดดิ้ง,South,Nakhon Si Thammarat,Thung Song,8.086506,99.615385,Checked-in,2025-12-07 14:21:17,8.086534,99.615225,17.0,Normal
S00969,โชคดี สโตร์,South,Surat Thani,Mueang,9.197368,99.396516,Checked-in,2025-12-03 11:07:09,9.19745,99.396397,15.0,Normal
S00970,สมชาย มาร์เก็ต,Central & West,Ratchaburi,Mueang,13.552006,99.829728,Checked-in,2025-12-07 17:33:34,13.551803,99.82955,29.0,Normal
S00971,เพิ่มพูน เทรดดิ้ง,North,Phitsanulok,Mueang,16.883951,100.223824,Checked-in,2025-12-03 14:57:02,16.883819,100.223576,30.0,Normal
S00972,เพิ่มพูน คาเฟ่,East,Rayong,Mueang,12.704909,101.323741,Missed,,,,,-
S00973,ไทย ค้าวัสดุ,Bangkok-Metro,Bangkok,Bang Na,13.639734,100.588983,Missed,,,,,-
S00974,ท็อป พานิช,South,Nakhon Si Thammarat,Mueang,8.432799,100.045813,Missed,,,,,-
S00975,โชคดี เบเกอรี่,Isan,Udon Thani,Mueang,17.478156,102.85806,Missed,,,,,-
S00976,ทวีทรัพย์ การเกษตร,Bangkok-Metro,Nonthaburi,Bang Yai,13.853208,100.387665,Missed,,,,,-
S00977,สยาม พานิช,South,Phuket,Mueang,7.907331,98.382168,Checked-in,2025-12-05 14:14:11,7.90717,98.38231,23.0,Normal
S00978,สยาม คาเฟ่,East,Chon Buri,Mueang,13.345052,100.929065,Missed,,,,,-
S00979,ทวีทรัพย์ พานิช,Bangkok-Metro,Bangkok,Min Buri,13.831822,100.736608,Missed,,,,,-
S00980,เพิ่มพูน มาร์เก็ต,North,Chiang Mai,Fang,19.888224,99.250812,Checked-in,2025-12-09 17:06:53,19.887991,99.250685,29.0,Normal
S00981,ทวีทรัพย์ เทรดดิ้ง,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.909928,100.685771,Checked-in,2025-12-01 16:06:18,13.909656,100.685598,35.0,Normal
S00982,ท็อป พานิช,Central & West,Ratchaburi,Mueang,13.508841,99.864352,Checked-in,2025-12-06 14:40:57,13.508998,99.864106,31.0,Normal
S00983,ไทย พานิช,Bangkok-Metro,Bangkok,Bang Khae,13.721338,100.421117,Checked-in,2025-12-08 15:09:00,13.721635,100.421213,34.0,Normal
S00984,ทวีทรัพย์ สโตร์,East,Chachoengsao,Mueang,13.764225,101.089036,Missed,,,,,-
S00985,ไทย ค้าวัสดุ,North,Chiang Rai,Mueang,19.972381,99.846416,Missed,,,,,-
S00986,แสงทอง คาเฟ่,Isan,Nakhon Ratchasima,Phimai,15.219866,102.438026,Checked-in,2025-12-01 13:03:31,15.219619,102.438115,29.0,Normal
S00987,ทวีทรัพย์ สโตร์,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.922146,100.708254,Checked-in,2025-12-06 15:15:29,13.921894,100.70803,37.0,Normal
S00988,ทวีทรัพย์ สโตร์,North,Phitsanulok,Mueang,16.834663,100.25338,Checked-in,2025-12-01 09:38:22,16.834852,100.253228,26.0,Normal
S00989,รุ่งโรจน์ คาเฟ่,North,Chiang Mai,Hang Dong,18.6463,98.947396,Checked-in,2025-12-02 09:31:30,18.646488,98.947383,20.0,Normal
S00990,มั่นคง การเกษตร,Bangkok-Metro,Nonthaburi,Mueang,13.869238,100.527523,Checked-in,2025-12-07 16:45:18,13.869397,100.52754,17.0,Normal
S00991,บิ๊ก สโตร์,South,Surat Thani,Mueang,9.091482,99.39863,Missed,,,,,-
S00992,ท็อป การเกษตร,Central & West,Ratchaburi,Mueang,13.575798,99.890834,Checked-in,2025-12-06 15:59:21,13.575994,99.89083,21.0,Normal
S00993,สยาม สโตร์,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.926079,100.707965,Checked-in,2025-12-03 16:25:01,13.92636,100.707816,35.0,Normal
S00994,ไทย สโตร์,Bangkok-Metro,Bangkok,Min Buri,13.7896,100.73563,Checked-in,2025-12-04 14:20:08,13.789524,100.735728,13.0,Normal
S00995,ท็อป การเกษตร,Bangkok-Metro,Samut Prakan,Mueang,13.588375,100.579226,Checked-in,2025-12-03 08:43:47,13.588328,100.579487,28.0,Normal
S00996,สยาม สโตร์,North,Chiang Rai,Mueang,19.892009,99.895578,Checked-in,2025-12-07 10:11:37,19.891854,99.895623,17.0,Normal
S00997,ไทย เทรดดิ้ง,Bangkok-Metro,Samut Prakan,Bang Phli,13.603725,100.704314,Checked-in,2025-12-05 14:24:10,13.6037,100.704019,31.0,Normal
S00998,ทวีทรัพย์ เบเกอรี่,East,Chachoengsao,Mueang,13.673281,101.107433,Checked-in,2025-12-08 17:46:57,13.673535,101.107627,35.0,Normal
S00999,สมชาย มาร์เก็ต,East,Chon Buri,Mueang,13.401302,100.996023,Checked-in,2025-12-04 13:26:57,13.401387,100.996107,13.0,Normal
S01000,โชคดี เบเกอรี่,Bangkok-Metro,Samut Prakan,Mueang,13.612197,100.605064,Missed,,,,,-
S01001,สมชาย คาเฟ่,Isan,Khon Kaen,Mueang,16.415825,102.767206,Missed,,,,,-
S01002,ไทย การเกษตร,Bangkok-Metro,Samut Prakan,Mueang,13.575336,100.5869,Checked-in,2025-12-05 12:45:33,13.55125,100.618837,4369.0,Suspicious (>500m)
S01003,บิ๊ก เบเกอรี่,North,Lampang,Mueang,18.291053,99.450036,Checked-in,2025-12-04 10:58:16,18.290973,99.449876,19.0,Normal
S01004,สยาม สโตร์,East,Rayong,Pluak Daeng,12.933403,101.264304,Checked-in,2025-12-02 15:30:54,12.933568,101.264595,36.0,Normal
S01005,เจริญ สโตร์,East,Chachoengsao,Mueang,13.763,101.026663,Checked-in,2025-12-09 17:12:06,13.762976,101.026377,31.0,Normal
S01006,บิ๊ก เบเกอรี่,East,Chachoengsao,Mueang,13.632775,100.997473,Checked-in,2025-12-01 08:56:00,13.632583,100.997321,26.0,Normal
S01007,มั่นคง สโตร์,Bangkok-Metro,Nonthaburi,Mueang,13.883693,100.528612,Missed,,,,,-
S01008,บิ๊ก คาเฟ่,East,Chon Buri,Mueang,13.34834,100.929273,Checked-in,2025-12-06 11:56:38,13.348355,100.929373,10.0,Normal
S01009,ท็อป พานิช,East,Chachoengsao,Mueang,13.613863,101.107796,Missed,,,,,-
S01010,บิ๊ก มาร์เก็ต,Bangkok-Metro,Nonthaburi,Mueang,13.848164,100.515528,Missed,,,,,-
S01011,ทวีทรัพย์ อิเล็คทริค,Bangkok-Metro,Samut Prakan,Mueang,13.625142,100.623429,Checked-in,2025-12-05 15:16:05,13.625182,100.623256,19.0,Normal
S01012,ท็อป เทรดดิ้ง,Isan,Ubon Ratchathani,Mueang,15.284798,104.818776,Checked-in,2025-12-06 12:51:33,15.284584,104.818902,27.0,Normal
S01013,แสงทอง การเกษตร,Central & West,Prachuap Khiri Khan,Hua Hin,12.595822,99.889476,Checked-in,2025-12-08 09:53:15,12.595673,99.889267,28.0,Normal
S01014,รุ่งโรจน์ สโตร์,North,Chiang Rai,Mae Sai,20.408284,99.888131,Checked-in,2025-12-09 10:25:41,20.408039,99.888028,29.0,Normal
S01015,โชคดี เบเกอรี่,East,Rayong,Pluak Daeng,13.026355,101.210904,Checked-in,2025-12-09 15:25:10,13.057304,101.188971,4181.0,Suspicious (>500m)
S01016,มั่นคง สโตร์,North,Phitsanulok,Mueang,16.783256,100.249935,Checked-in,2025-12-01 15:00:45,16.783508,100.250091,32.0,Normal
S01017,รุ่งโรจน์ คาเฟ่,Central & West,Saraburi,Mueang,14.481562,100.906341,Missed,,,,,-
S01018,สยาม โอสถ,North,Chiang Mai,Hang Dong,18.649334,98.85745,Missed,,,,,-
S01019,เพิ่มพูน เบเกอรี่,Bangkok-Metro,Bangkok,Chatuchak,13.811498,100.532044,Checked-in,2025-12-02 17:38:10,13.811598,100.532042,11.0,Normal
S01020,ท็อป คาเฟ่,East,Rayong,Pluak Daeng,13.016989,101.179828,Missed,,,,,-
S01021,บิ๊ก มาร์เก็ต,North,Chiang Rai,Mueang,19.835481,99.839093,Checked-in,2025-12-05 14:22:23,19.849035,99.888742,5407.0,Suspicious (>500m)
S01022,ท็อป การเกษตร,Bangkok-Metro,Samut Prakan,Mueang,13.613136,100.612214,Checked-in,2025-12-09 10:52:31,13.613133,100.612507,31.0,Normal
S01023,ไทย อิเล็คทริค,South,Phuket,Mueang,7.889778,98.422618,Missed,,,,,-
S01024,มั่นคง ค้าวัสดุ,Bangkok-Metro,Bangkok,Bang Khae,13.722533,100.383352,Checked-in,2025-12-02 09:34:11,13.722756,100.383474,27.0,Normal
S01025,แสงทอง เบเกอรี่,East,Chachoengsao,Mueang,13.643288,101.038496,Checked-in,2025-12-06 11:24:25,13.643013,101.038344,34.0,Normal
S01026,ท็อป ค้าวัสดุ,Bangkok-Metro,Bangkok,Bang Khae,13.725085,100.386789,Checked-in,2025-12-09 15:26:56,13.725194,100.386656,18.0,Normal
S01027,โชคดี คาเฟ่,East,Chachoengsao,Mueang,13.620059,101.135835,Checked-in,2025-12-09 16:09:28,13.619829,101.135625,34.0,Normal
S01028,บิ๊ก ค้าวัสดุ,Bangkok-Metro,Samut Prakan,Mueang,13.61137,100.595416,Checked-in,2025-12-06 10:04:20,13.611105,100.595284,32.0,Normal
S01029,บิ๊ก อิเล็คทริค,Central & West,Ayutthaya,Mueang,14.329436,100.600442,Missed,,,,,-
S01030,เพิ่มพูน โอสถ,East,Chon Buri,Mueang,13.373596,100.99758,Checked-in,2025-12-09 13:47:58,13.373323,100.997445,33.0,Normal
S01031,ท็อป คาเฟ่,Bangkok-Metro,Bangkok,Bang Na,13.674319,100.624936,Missed,,,,,-
S01032,มั่นคง โอสถ,Isan,Udon Thani,Mueang,17.447673,102.843221,Checked-in,2025-12-05 12:28:18,17.413926,102.859213,4118.0,Suspicious (>500m)
S01033,บิ๊ก โอสถ,Isan,Nakhon Ratchasima,Pak Chong,14.66846,101.360912,Checked-in,2025-12-04 14:37:20,14.668312,101.360772,22.0,Normal
S01034,รุ่งโรจน์ มาร์เก็ต,Isan,Buriram,Mueang,14.996297,103.106931,Checked-in,2025-12-02 08:54:42,14.996229,103.107216,31.0,Normal
S01035,ไทย โอสถ,Bangkok-Metro,Bangkok,Bang Khae,13.694102,100.390656,Checked-in,2025-12-09 12:02:23,13.694089,100.390519,14.0,Normal
S01036,โชคดี พานิช,South,Nakhon Si Thammarat,Mueang,8.439904,100.046436,Checked-in,2025-12-07 14:24:30,8.440202,100.046281,37.0,Normal
S01037,โชคดี พานิช,Bangkok-Metro,Pathum Thani,Rangsit,14.013378,100.634957,Checked-in,2025-12-06 11:38:58,14.013489,100.635108,20.0,Normal
S01038,ทวีทรัพย์ อิเล็คทริค,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.946517,100.68369,Missed,,,,,-
S01039,สยาม อิเล็คทริค,Central & West,Ayutthaya,Mueang,14.357211,100.625868,Checked-in,2025-12-03 10:34:38,14.357493,100.625829,31.0,Normal
S01040,ไทย ค้าวัสดุ,North,Nakhon Sawan,Mueang,15.762847,100.114421,Missed,,,,,-
S01041,รุ่งโรจน์ คาเฟ่,Bangkok-Metro,Samut Prakan,Mueang,13.606961,100.612095,Missed,,,,,-
S01042,ท็อป มาร์เก็ต,Bangkok-Metro,Nonthaburi,Mueang,13.874348,100.501085,Checked-in,2025-12-01 09:01:00,13.874493,100.50083,31.0,Normal
S01043,เจริญ คาเฟ่,North,Nakhon Sawan,Mueang,15.724805,100.195722,Checked-in,2025-12-06 11:01:26,15.724832,100.195586,14.0,Normal
S01044,เจริญ ค้าวัสดุ,Bangkok-Metro,Nonthaburi,Bang Yai,13.853158,100.387093,Missed,,,,,-
S01045,แสงทอง คาเฟ่,North,Chiang Mai,Fang,19.841316,99.212726,Missed,,,,,-
S01046,บิ๊ก โอสถ,Bangkok-Metro,Nonthaburi,Bang Yai,13.82833,100.376583,Checked-in,2025-12-05 09:36:28,13.828135,100.376377,31.0,Normal
S01047,สมชาย การเกษตร,North,Chiang Rai,Mueang,19.909133,99.865962,Missed,,,,,-
S01048,เพิ่มพูน โอสถ,Isan,Udon Thani,Mueang,17.403439,102.72108,Checked-in,2025-12-03 15:40:18,17.40362,102.720809,35.0,Normal
S01049,แสงทอง เทรดดิ้ง,Central & West,Saraburi,Mueang,14.540176,100.965782,Missed,,,,,-
S01050,บิ๊ก สโตร์,Central & West,Ayutthaya,Mueang,14.325195,100.647268,Checked-in,2025-12-03 16:05:25,14.29271,100.638386,3736.0,Suspicious (>500m)
S01051,รุ่งโรจน์ คาเฟ่,Central & West,Ayutthaya,Mueang,14.358846,100.596042,Missed,,,,,-
S01052,แสงทอง อิเล็คทริค,Isan,Ubon Ratchathani,Mueang,15.30461,104.918337,Checked-in,2025-12-03 11:39:34,15.304546,104.91811,25.0,Normal
S01053,เพิ่มพูน ค้าวัสดุ,Bangkok-Metro,Pathum Thani,Rangsit,13.978954,100.642602,Checked-in,2025-12-06 09:35:27,13.978732,100.642528,25.0,Normal
S01054,เพิ่มพูน ค้าวัสดุ,Isan,Nakhon Ratchasima,Mueang (Korat),14.934776,102.072997,Checked-in,2025-12-04 10:49:56,14.934985,102.07294,24.0,Normal
S01055,โชคดี การเกษตร,Isan,Khon Kaen,Mueang,16.471886,102.860692,Checked-in,2025-12-03 16:15:30,16.471862,102.86082,13.0,Normal
S01056,บิ๊ก คาเฟ่,Central & West,Ayutthaya,Mueang,14.305125,100.490741,Checked-in,2025-12-06 14:48:32,14.304839,100.490751,31.0,Normal
S01057,ทวีทรัพย์ มาร์เก็ต,East,Chon Buri,Si Racha,13.217648,100.889593,Checked-in,2025-12-05 16:26:55,13.217609,100.889547,6.0,Normal
S01058,เพิ่มพูน สโตร์,East,Chon Buri,Pattaya,12.91824,100.943983,Checked-in,2025-12-03 10:44:56,12.918133,100.943762,26.0,Normal
S01059,เพิ่มพูน คาเฟ่,Central & West,Kanchanaburi,Mueang,14.002244,99.485766,Checked-in,2025-12-04 12:58:45,14.002247,99.485472,31.0,Normal
S01060,ท็อป เทรดดิ้ง,East,Chon Buri,Pattaya,12.881718,100.839529,Missed,,,,,-
S01061,มั่นคง พานิช,Bangkok-Metro,Pathum Thani,Rangsit,13.989367,100.636895,Checked-in,2025-12-01 16:37:52,13.989557,100.636938,21.0,Normal
S01062,เพิ่มพูน เบเกอรี่,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.912142,100.723717,Missed,,,,,-
S01063,มั่นคง ค้าวัสดุ,Bangkok-Metro,Nonthaburi,Mueang,13.891704,100.492522,Missed,,,,,-
S01064,ไทย สโตร์,Bangkok-Metro,Samut Prakan,Mueang,13.594946,100.567845,Checked-in,2025-12-04 13:31:09,13.620918,100.612034,5580.0,Suspicious (>500m)
S01065,รุ่งโรจน์ เบเกอรี่,South,Songkhla,Mueang,7.178177,100.689143,Missed,,,,,-
S01066,ทวีทรัพย์ เบเกอรี่,Isan,Buriram,Mueang,14.965909,103.152133,Missed,,,,,-
S01067,มั่นคง คาเฟ่,Isan,Ubon Ratchathani,Warin Chamrap,15.202256,104.95191,Missed,,,,,-
S01068,โชคดี อิเล็คทริค,Isan,Ubon Ratchathani,Mueang,15.260218,104.796188,Missed,,,,,-
S01069,โชคดี สโตร์,South,Phuket,Mueang,7.824825,98.410328,Checked-in,2025-12-08 08:33:23,7.824981,98.41021,21.0,Normal
S01070,รุ่งโรจน์ มาร์เก็ต,Isan,Udon Thani,Mueang,17.468079,102.766266,Checked-in,2025-12-07 09:37:04,17.467842,102.766145,29.0,Normal
S01071,แสงทอง เบเกอรี่,Isan,Khon Kaen,Mueang,16.433094,102.898394,Checked-in,2025-12-02 14:06:10,16.465385,102.927251,4728.0,Suspicious (>500m)
S01072,สยาม โอสถ,Central & West,Ayutthaya,Mueang,14.424893,100.488725,Checked-in,2025-12-09 14:26:38,14.42488,100.488548,19.0,Normal
S01073,แสงทอง โอสถ,Bangkok-Metro,Nonthaburi,Bang Yai,13.848324,100.363281,Checked-in,2025-12-09 11:02:46,13.833746,100.317941,5156.0,Suspicious (>500m)
S01074,ทวีทรัพย์ พานิช,Bangkok-Metro,Bangkok,Bang Na,13.642103,100.594562,Missed,,,,,-
S01075,สยาม เทรดดิ้ง,Bangkok-Metro,Samut Prakan,Mueang,13.583068,100.579117,Missed,,,,,-
S01076,ทวีทรัพย์ เทรดดิ้ง,South,Songkhla,Hat Yai,7.049436,100.397822,Missed,,,,,-
S01077,มั่นคง ค้าวัสดุ,East,Rayong,Pluak Daeng,13.018313,101.246192,Checked-in,2025-12-04 16:44:36,13.018611,101.246362,37.0,Normal
S01078,ไทย ค้าวัสดุ,East,Chon Buri,Pattaya,12.9575,100.946919,Missed,,,,,-
S01079,ทวีทรัพย์ คาเฟ่,Isan,Nakhon Ratchasima,Phimai,15.144642,102.494676,Checked-in,2025-12-08 10:35:59,15.144476,102.494478,28.0,Normal
S01080,สมชาย มาร์เก็ต,Bangkok-Metro,Nonthaburi,Mueang,13.835874,100.522735,Checked-in,2025-12-02 09:03:34,13.835809,100.522817,11.0,Normal
S01081,รุ่งโรจน์ เบเกอรี่,North,Chiang Rai,Mae Sai,20.506964,99.943481,Checked-in,2025-12-07 09:27:02,20.506932,99.943235,25.0,Normal
S01082,เพิ่มพูน สโตร์,Central & West,Ratchaburi,Mueang,13.504526,99.772077,Checked-in,2025-12-07 08:47:58,13.504818,99.772294,40.0,Normal
S01083,รุ่งโรจน์ เบเกอรี่,North,Phitsanulok,Mueang,16.767855,100.295226,Checked-in,2025-12-07 09:00:13,16.767688,100.295434,28.0,Normal
S01084,บิ๊ก พานิช,Central & West,Ayutthaya,Mueang,14.361418,100.593025,Checked-in,2025-12-05 09:43:51,14.361635,100.593215,31.0,Normal
S01085,สยาม มาร์เก็ต,East,Chon Buri,Si Racha,13.224772,100.945538,Checked-in,2025-12-06 15:05:01,13.224896,100.945799,31.0,Normal
S01086,ทวีทรัพย์ คาเฟ่,Bangkok-Metro,Samut Prakan,Bang Phli,13.581793,100.718591,Checked-in,2025-12-05 12:16:06,13.581676,100.718298,34.0,Normal
S01087,ไทย เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Bang Yai,13.873991,100.367186,Checked-in,2025-12-09 14:18:44,13.881823,100.392523,2870.0,Suspicious (>500m)
S01088,ทวีทรัพย์ เทรดดิ้ง,Isan,Nakhon Ratchasima,Pak Chong,14.676568,101.366608,Checked-in,2025-12-07 15:49:56,14.676324,101.36686,38.0,Normal
S01089,แสงทอง การเกษตร,Bangkok-Metro,Pathum Thani,Rangsit,13.964089,100.595434,Checked-in,2025-12-05 10:25:23,13.964323,100.595663,35.0,Normal
S01090,แสงทอง พานิช,Bangkok-Metro,Pathum Thani,Rangsit,13.994494,100.630275,Checked-in,2025-12-02 15:01:48,13.994296,100.630276,22.0,Normal
S01091,เพิ่มพูน เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Bang Yai,13.869523,100.394577,Checked-in,2025-12-04 14:05:39,13.869304,100.39476,31.0,Normal
S01092,เจริญ มาร์เก็ต,East,Chachoengsao,Mueang,13.689921,101.019446,Missed,,,,,-
S01093,มั่นคง สโตร์,Bangkok-Metro,Samut Prakan,Bang Phli,13.630307,100.721116,Missed,,,,,-
S01094,โชคดี เบเกอรี่,North,Chiang Rai,Mueang,19.833164,99.876604,Checked-in,2025-12-07 08:33:38,19.833136,99.876443,17.0,Normal
S01095,สมชาย อิเล็คทริค,Bangkok-Metro,Samut Prakan,Bang Phli,13.631888,100.730999,Missed,,,,,-
S01096,รุ่งโรจน์ ค้าวัสดุ,East,Rayong,Mueang,12.762153,101.234438,Checked-in,2025-12-05 16:10:53,12.76233,101.234272,26.0,Normal
S01097,ท็อป โอสถ,Central & West,Saraburi,Mueang,14.520761,100.90492,Checked-in,2025-12-04 15:32:45,14.521041,100.904974,31.0,Normal
S01098,เพิ่มพูน เบเกอรี่,Bangkok-Metro,Bangkok,Pathum Wan,13.767698,100.536886,Checked-in,2025-12-01 15:11:24,13.767807,100.536987,16.0,Normal
S01099,รุ่งโรจน์ การเกษตร,Bangkok-Metro,Nonthaburi,Bang Yai,13.843849,100.340454,Checked-in,2025-12-05 13:49:23,13.843623,100.340573,28.0,Normal
S01100,มั่นคง ค้าวัสดุ,Bangkok-Metro,Nonthaburi,Bang Yai,13.840754,100.354785,Checked-in,2025-12-02 11:35:46,13.840746,100.354543,26.0,Normal
S01101,สยาม คาเฟ่,Isan,Ubon Ratchathani,Warin Chamrap,15.269648,104.952458,Checked-in,2025-12-02 11:47:42,15.269392,104.952316,32.0,Normal
S01102,แสงทอง สโตร์,Bangkok-Metro,Nonthaburi,Bang Yai,13.858817,100.398129,Checked-in,2025-12-09 12:18:43,13.8589,100.397968,19.0,Normal
S01103,บิ๊ก มาร์เก็ต,North,Lampang,Mueang,18.247871,99.57269,Checked-in,2025-12-08 09:37:19,18.24775,99.572879,24.0,Normal
S01104,ไทย คาเฟ่,East,Chon Buri,Si Racha,13.205527,100.851173,Checked-in,2025-12-02 14:38:44,13.205583,100.850965,23.0,Normal
S01105,รุ่งโรจน์ พานิช,North,Nakhon Sawan,Mueang,15.634314,100.070492,Missed,,,,,-
S01106,ทวีทรัพย์ พานิช,Bangkok-Metro,Nonthaburi,Bang Yai,13.837643,100.36511,Checked-in,2025-12-05 14:15:55,13.837377,100.365054,30.0,Normal
S01107,เพิ่มพูน เทรดดิ้ง,South,Phuket,Mueang,7.957402,98.442726,Missed,,,,,-
S01108,ไทย พานิช,Isan,Khon Kaen,Mueang,16.375606,102.820755,Checked-in,2025-12-09 13:47:00,16.375425,102.820483,35.0,Normal
S01109,เพิ่มพูน โอสถ,Bangkok-Metro,Samut Prakan,Mueang,13.628007,100.59777,Checked-in,2025-12-04 17:37:03,13.628039,100.597787,4.0,Normal
S01110,ท็อป เทรดดิ้ง,North,Nakhon Sawan,Mueang,15.667091,100.182659,Missed,,,,,-
S01111,มั่นคง มาร์เก็ต,Central & West,Prachuap Khiri Khan,Hua Hin,12.58462,100.037345,Checked-in,2025-12-09 15:07:36,12.584797,100.03723,23.0,Normal
S01112,เจริญ โอสถ,Isan,Khon Kaen,Chum Phae,16.568664,102.069003,Missed,,,,,-
S01113,แสงทอง อิเล็คทริค,South,Phuket,Mueang,7.946119,98.421191,Checked-in,2025-12-06 11:45:28,7.946243,98.420935,31.0,Normal
S01114,ไทย ค้าวัสดุ,South,Nakhon Si Thammarat,Mueang,8.434727,99.925119,Checked-in,2025-12-06 14:46:06,8.434742,99.925381,28.0,Normal
S01115,โชคดี โอสถ,Isan,Ubon Ratchathani,Mueang,15.304048,104.854273,Missed,,,,,-
S01116,ทวีทรัพย์ มาร์เก็ต,North,Phitsanulok,Mueang,16.872414,100.294967,Checked-in,2025-12-02 16:16:34,16.872227,100.295142,27.0,Normal
S01117,สมชาย เบเกอรี่,Isan,Udon Thani,Mueang,17.470013,102.788534,Checked-in,2025-12-09 11:55:10,17.470047,102.788305,24.0,Normal
S01118,ท็อป เทรดดิ้ง,Bangkok-Metro,Nonthaburi,Mueang,13.854951,100.50291,Checked-in,2025-12-04 08:26:52,13.855203,100.502881,28.0,Normal
S01119,มั่นคง อิเล็คทริค,Isan,Nakhon Ratchasima,Phimai,15.207503,102.529395,Missed,,,,,-
S01120,เจริญ พานิช,East,Chachoengsao,Mueang,13.733938,101.144147,Checked-in,2025-12-07 09:19:53,13.733733,101.143945,31.0,Normal
S01121,แสงทอง ค้าวัสดุ,East,Rayong,Mueang,12.622461,101.298786,Checked-in,2025-12-02 11:07:10,12.622576,101.298566,27.0,Normal
S01122,สยาม สโตร์,North,Phitsanulok,Mueang,16.768629,100.268615,Missed,,,,,-
S01123,รุ่งโรจน์ พานิช,Isan,Udon Thani,Mueang,17.417649,102.734671,Missed,,,,,-
S01124,มั่นคง โอสถ,East,Rayong,Mueang,12.676583,101.248834,Checked-in,2025-12-03 10:41:28,12.67671,101.248968,20.0,Normal
S01125,สมชาย สโตร์,Bangkok-Metro,Pathum Thani,Lam Luk Ka,13.928894,100.721112,Checked-in,2025-12-04 09:28:25,13.905271,100.756847,4666.0,Suspicious (>500m)
S01126,สยาม มาร์เก็ต,Bangkok-Metro,Bangkok,Min Buri,13.840131,100.751014,Missed,,,,,-
S01127,รุ่งโรจน์ อิเล็คทริค,Isan,Khon Kaen,Chum Phae,16.586393,102.074562,Checked-in,2025-12-03 10:14:34,16.58642,102.074591,4.0,Normal
S01128,เพิ่มพูน สโตร์,East,Chachoengsao,Mueang,13.738592,101.096856,Checked-in,2025-12-08 08:18:30,13.73879,101.097075,32.0,Normal
S01129,สยาม ค้าวัสดุ,Isan,Khon Kaen,Mueang,16.452345,102.804474,Checked-in,2025-12-04 17:55:30,16.452403,102.804733,28.0,Normal
S01130,โชคดี พานิช,South,Songkhla,Mueang,7.20263,100.558048,Checked-in,2025-12-02 15:06:39,7.20261,100.558151,11.0,Normal
S01131,สมชาย อิเล็คทริค,North,Nakhon Sawan,Mueang,15.690511,100.055021,Checked-in,2025-12-02 11:08:43,15.690387,100.054867,21.0,Normal
S01132,เพิ่มพูน สโตร์,Central & West,Ayutthaya,Mueang,14.28648,100.531611,Checked-in,2025-12-04 11:22:10,14.286316,100.531905,36.0,Normal
S01133,ไทย อิเล็คทริค,Isan,Buriram,Mueang,15.030901,103.124199,Checked-in,2025-12-09 16:39:28,15.031017,103.124355,21.0,Normal
S01134,มั่นคง เทรดดิ้ง,North,Phitsanulok,Mueang,16.849,100.332747,Missed,,,,,-
S01135,โชคดี โอสถ,North,Lampang,Mueang,18.228823,99.451473,Checked-in,2025-12-07 12:57:28,18.229071,99.451496,27.0,Normal
S01136,สยาม พานิช,Central & West,Ayutthaya,Mueang,14.417278,100.512048,Checked-in,2025-12-03 14:44:09,14.417312,100.511811,25.0,Normal
S01137,รุ่งโรจน์ สโตร์,North,Phitsanulok,Mueang,16.868838,100.313538,Checked-in,2025-12-04 10:19:31,16.868916,100.313568,9.0,Normal
S01138,แสงทอง มาร์เก็ต,South,Phuket,Mueang,7.880462,98.456183,Checked-in,2025-12-07 08:36:25,7.880263,98.456032,27.0,Normal
S01139,เพิ่มพูน อิเล็คทริค,Bangkok-Metro,Nonthaburi,Mueang,13.886608,100.494066,Checked-in,2025-12-08 13:33:40,13.886788,100.494168,22.0,Normal
S01140,ท็อป เบเกอรี่,Bangkok-Metro,Pathum Thani,Rangsit,14.011795,100.591098,Checked-in,2025-12-06 13:23:56,14.011918,100.591139,14.0,Normal
S01141,สยาม การเกษตร,East,Chachoengsao,Mueang,13.65766,101.073755,Checked-in,2025-12-07 10:26:12,13.657673,101.073572,19.0,Normal
S01142,แสงทอง เทรดดิ้ง,Bangkok-Metro,Bangkok,Bang Na,13.64075,100.633294,Checked-in,2025-12-08 08:31:02,13.64059,100.633293,17.0,Normal
S01143,เจริญ การเกษตร,Isan,Ubon Ratchathani,Warin Chamrap,15.137542,104.960795,Missed,,,,,-
S01144,สมชาย มาร์เก็ต,Bangkok-Metro,Nonthaburi,Bang Yai,13.83077,100.358955,Missed,,,,,-
S01145,รุ่งโรจน์ มาร์เก็ต,Bangkok-Metro,Samut Prakan,Bang Phli,13.596731,100.731564,Checked-in,2025-12-08 11:43:52,13.596506,100.731408,30.0,Normal
