Shop_ID,Shop_Name,Province,District_Zone,Sales_Rep,Shop_Latitude,Shop_Longitude,Visit_Status,Checkin_Timestamp,User_Latitude,User_Longitude,Distance_From_Shop(m),Remark
S0348,หาดใหญ่ บริการ,นครศรีธรรมราช,ปากพนัง,สุดารัตน์,8.395013,100.187302,Checked-in,2025-12-09 13:25:14,8.394837,100.187201,22.0,ปกติ
S0349,อันดามัน การค้า,สุราษฎร์ธานี,ไชยา,มานะ,9.411808,99.205016,Checked-in,2025-12-02 13:13:16,9.411727,99.205011,9.0,ปกติ
S0350,น้องหญิง สโตร์,ภูเก็ต,ถลาง,เจนนี่,8.025326,98.389824,Checked-in,2025-12-05 12:39:26,8.030952,98.383034,974.0,ระยะไกลเกินกำหนด
S0351,ทรัพย์ ค้าส่ง,สุราษฎร์ธานี,ไชยา,กานต์,9.349641,99.13843,Checked-in,2025-12-02 12:04:14,9.340851,99.133333,1126.0,ระยะไกลเกินกำหนด
S0352,หาดใหญ่ สาขา 1,สตูล,ละงู,ทศพล,6.824839,99.754917,Not Checked-in,,,,,-
S0353,รุ่งเรือง ซัพพลาย,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,กานต์,9.103762,99.368046,Not Checked-in,,,,,-
S0354,โกไข่ โอชา,ยะลา,เบตง,สมชาย,5.714953,101.066657,Checked-in,2025-12-08 16:40:32,5.719217,101.07092,668.0,ระยะไกลเกินกำหนด
S0355,ลุงพล สโตร์,ปัตตานี,สายบุรี,ทศพล,6.719479,101.563209,Not Checked-in,,,,,-
S0356,อันดามัน การค้า,สงขลา,เมืองสงขลา,สมชาย,7.197224,100.623164,Checked-in,2025-12-09 09:58:26,7.197078,100.62329,21.0,ปกติ
S0357,เมืองใต้ พานิช,ชุมพร,หลังสวน,ทศพล,9.948422,99.053653,Checked-in,2025-12-02 12:03:24,9.948499,99.05347,21.0,ปกติ
S0358,รุ่งเรือง พานิช,สตูล,เมืองสตูล,กานต์,6.664038,100.038288,Checked-in,2025-12-09 13:55:00,6.663847,100.038479,29.0,ปกติ
S0359,โกไข่ ค้าส่ง,พังงา,ตะกั่วป่า,เจนนี่,8.830993,98.30375,Not Checked-in,,,,,-
S0360,รุ่งเรือง การค้า,พังงา,เมืองพังงา,สมชาย,8.506909,98.475343,Not Checked-in,,,,,-
S0361,เจริญ 2025,นครศรีธรรมราช,หัวไทร,สมชาย,8.06205,100.281413,Checked-in,2025-12-06 13:45:41,8.062125,100.281436,8.0,ปกติ
S0362,ลุงพล โอชา,พังงา,เมืองพังงา,วิชัย,8.494804,98.56997,Not Checked-in,,,,,-
S0363,รุ่งเรือง ซัพพลาย,ภูเก็ต,ถลาง,สมชาย,8.04121,98.315544,Not Checked-in,,,,,-
S0364,เจริญ มาร์ท,ชุมพร,เมืองชุมพร,ทศพล,10.46497,99.178282,Checked-in,2025-12-01 10:27:13,10.464992,99.178112,18.0,ปกติ
S0365,เจริญ มาร์ท,นครศรีธรรมราช,ปากพนัง,วิชัย,8.300468,100.239096,Not Checked-in,,,,,-
S0366,ศรีนคร 2025,นราธิวาส,รือเสาะ,สุดารัตน์,6.380455,101.569738,Not Checked-in,,,,,-
S0367,ทรัพย์ ซัพพลาย,ภูเก็ต,เมืองภูเก็ต,เจนนี่,7.842065,98.435701,Checked-in,2025-12-04 12:21:11,7.841945,98.435717,13.0,ปกติ
S0368,น้องหญิง 2025,นครศรีธรรมราช,เมืองนครศรีฯ,วิชัย,8.440457,99.913082,Checked-in,2025-12-02 16:25:47,8.440363,99.912983,15.0,ปกติ
S0369,อันดามัน มาร์ท,ปัตตานี,เมืองปัตตานี,สุดารัตน์,6.864823,101.24993,Checked-in,2025-12-05 10:37:30,6.86493,101.250033,16.0,ปกติ
S0370,ลุงพล 2025,กระบี่,อ่าวลึก,วิชัย,8.423207,98.693801,Checked-in,2025-12-06 15:31:47,8.423171,98.694,22.0,ปกติ
S0371,อันดามัน พานิช,นครศรีธรรมราช,ปากพนัง,สมชาย,8.33183,100.163421,Checked-in,2025-12-09 12:38:07,8.33049,100.158084,605.0,ระยะไกลเกินกำหนด
S0372,อันดามัน 2025,ตรัง,ปะเหลียน,วิชัย,7.150976,99.663797,Checked-in,2025-12-04 10:47:12,7.151099,99.663639,22.0,ปกติ
S0373,เจริญ ซัพพลาย,นครศรีธรรมราช,ปากพนัง,เจนนี่,8.390651,100.228484,Checked-in,2025-12-08 13:50:01,8.390569,100.228472,9.0,ปกติ
S0374,รุ่งเรือง พานิช,ปัตตานี,สายบุรี,ทศพล,6.742603,101.587834,Checked-in,2025-12-08 14:05:11,6.742455,101.587871,16.0,ปกติ
S0375,สยาม ซัพพลาย,ยะลา,บันนังสตา,สุดารัตน์,6.283403,101.202576,Not Checked-in,,,,,-
S0376,เจริญ พานิช,ยะลา,บันนังสตา,มานะ,6.292438,101.25792,Checked-in,2025-12-05 11:06:41,6.292317,101.258058,20.0,ปกติ
S0377,ป้าแดง บริการ,ชุมพร,ปะทิว,สมชาย,10.720303,99.383337,Checked-in,2025-12-06 10:10:38,10.720179,99.383304,14.0,ปกติ
S0378,สยาม ค้าส่ง,ระนอง,กระบุรี,ทศพล,10.390432,98.931974,Not Checked-in,,,,,-
S0379,เมืองใต้ โอชา,ตรัง,เมืองตรัง,กานต์,7.556422,99.624407,Checked-in,2025-12-01 13:28:21,7.556447,99.624317,10.0,ปกติ
S0380,เจริญ สโตร์,ตรัง,ห้วยยอด,วิชัย,7.732037,99.574821,Not Checked-in,,,,,-
S0381,สยาม ซัพพลาย,ตรัง,ห้วยยอด,เจนนี่,7.748809,99.588517,Checked-in,2025-12-07 11:12:57,7.755397,99.597515,1232.0,ระยะไกลเกินกำหนด
S0382,เมืองใต้ พานิช,สงขลา,สะเดา,เจนนี่,6.603241,100.452958,Not Checked-in,,,,,-
S0383,เมืองใต้ โกรเซอรี่,ตรัง,กันตัง,สมชาย,7.43433,99.50235,Not Checked-in,,,,,-
S0384,เจริญ มาร์ท,สุราษฎร์ธานี,ไชยา,มานะ,9.359573,99.143142,Checked-in,2025-12-07 10:01:07,9.359632,99.143108,7.0,ปกติ
S0385,ทรัพย์ ซัพพลาย,ปัตตานี,เมืองปัตตานี,สมชาย,6.819887,101.302423,Checked-in,2025-12-03 16:23:35,6.819974,101.302473,11.0,ปกติ
S0386,สยาม ซัพพลาย,ชุมพร,หลังสวน,กานต์,9.906648,99.026132,Not Checked-in,,,,,-
S0387,สยาม โกรเซอรี่,ยะลา,เบตง,ทศพล,5.759456,101.095617,Checked-in,2025-12-04 17:20:20,5.769075,101.098991,1132.0,ระยะไกลเกินกำหนด
S0388,น้องหญิง บริการ,กระบี่,คลองท่อม,เจนนี่,7.881383,99.132862,Checked-in,2025-12-09 10:33:28,7.881196,99.132699,27.0,ปกติ
S0389,ศรีนคร บริการ,ตรัง,ปะเหลียน,มานะ,7.173047,99.682191,Not Checked-in,,,,,-
S0390,ทรัพย์ ซัพพลาย,กระบี่,เมืองกระบี่,ทศพล,8.099344,98.949845,Checked-in,2025-12-04 13:49:43,8.099269,98.949844,8.0,ปกติ
S0391,รุ่งเรือง 2025,ปัตตานี,โคกโพธิ์,สุดารัตน์,6.787234,101.101638,Not Checked-in,,,,,-
S0392,เจริญ โอชา,นครศรีธรรมราช,ทุ่งสง,สุดารัตน์,8.151195,99.737794,Checked-in,2025-12-09 10:48:09,8.151316,99.737657,20.0,ปกติ
S0393,ลุงพล บริการ,นครศรีธรรมราช,หัวไทร,มานะ,8.075122,100.281975,Not Checked-in,,,,,-
S0394,รุ่งเรือง โอชา,ระนอง,เมืองระนอง,วิชัย,10.010382,98.590639,Checked-in,2025-12-03 08:32:10,10.010414,98.590673,5.0,ปกติ
S0395,อันดามัน ซัพพลาย,พังงา,ตะกั่วป่า,มานะ,8.874103,98.333472,Not Checked-in,,,,,-
S0396,เมืองใต้ ค้าส่ง,ปัตตานี,เมืองปัตตานี,สุดารัตน์,6.880071,101.264497,Checked-in,2025-12-06 12:57:43,6.879954,101.264302,25.0,ปกติ
S0397,สยาม พานิช,นราธิวาส,เมืองนราธิวาส,สุดารัตน์,6.445101,101.873233,Checked-in,2025-12-07 12:48:37,6.444232,101.878068,542.0,ระยะไกลเกินกำหนด
S0398,ป้าแดง พานิช,ภูเก็ต,ถลาง,มานะ,8.084424,98.297861,Checked-in,2025-12-02 10:37:36,8.084563,98.298001,21.0,ปกติ
S0399,เจริญ โกรเซอรี่,นราธิวาส,สุไหงโก-ลก,สมชาย,5.992684,101.930346,Checked-in,2025-12-04 09:49:14,5.992849,101.930289,19.0,ปกติ
S0400,โกไข่ มาร์ท,สงขลา,เมืองสงขลา,เจนนี่,7.148674,100.580306,Not Checked-in,,,,,-
S0401,เมืองใต้ ซัพพลาย,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,กานต์,9.099934,99.283133,Not Checked-in,,,,,-
S0402,อันดามัน สาขา 1,สุราษฎร์ธานี,ไชยา,เจนนี่,9.359077,99.147025,Checked-in,2025-12-01 14:40:14,9.359243,99.147147,22.0,ปกติ
S0403,ศรีนคร 2025,พังงา,ตะกั่วป่า,วิชัย,8.828445,98.419717,Not Checked-in,,,,,-
S0404,เจริญ บริการ,สตูล,ละงู,มานะ,6.872615,99.734273,Not Checked-in,,,,,-
S0405,รุ่งเรือง โอชา,พัทลุง,ตะโหมด,วิชัย,7.360402,100.170137,Not Checked-in,,,,,-
S0406,หาดใหญ่ สาขา 1,ตรัง,ปะเหลียน,สุดารัตน์,7.188139,99.730337,Not Checked-in,,,,,-
S0407,เจริญ การค้า,พัทลุง,ตะโหมด,มานะ,7.38264,100.102301,Checked-in,2025-12-06 08:36:37,7.38263,100.1024,10.0,ปกติ
S0408,เมืองใต้ ค้าส่ง,พังงา,ตะกั่วป่า,วิชัย,8.795576,98.333307,Checked-in,2025-12-03 11:54:08,8.795596,98.333334,3.0,ปกติ
S0409,เจริญ 2025,ปัตตานี,เมืองปัตตานี,สุดารัตน์,6.897554,101.304666,Not Checked-in,,,,,-
S0410,ทรัพย์ การค้า,พังงา,เมืองพังงา,มานะ,8.44481,98.583587,Not Checked-in,,,,,-
S0411,สยาม การค้า,สตูล,เมืองสตูล,สุดารัตน์,6.565933,100.11736,Not Checked-in,,,,,-
S0412,ศรีนคร โอชา,สุราษฎร์ธานี,พุนพิน,สมชาย,9.147712,99.279368,Checked-in,2025-12-08 12:54:49,9.147708,99.279358,1.0,ปกติ
S0413,สยาม โอชา,กระบี่,คลองท่อม,มานะ,7.967432,99.202496,Checked-in,2025-12-03 12:34:47,7.967275,99.202553,18.0,ปกติ
S0414,สยาม ซัพพลาย,พังงา,ตะกั่วป่า,สุดารัตน์,8.802626,98.400352,Checked-in,2025-12-05 14:34:21,8.802681,98.400295,8.0,ปกติ
S0415,เมืองใต้ โกรเซอรี่,ระนอง,เมืองระนอง,สุดารัตน์,9.917164,98.620443,Checked-in,2025-12-02 17:27:17,9.917185,98.620353,10.0,ปกติ
S0416,หาดใหญ่ โกรเซอรี่,นราธิวาส,เมืองนราธิวาส,สมชาย,6.368992,101.822352,Checked-in,2025-12-05 08:37:22,6.367587,101.822764,162.0,ปกติ
S0417,ศรีนคร โกรเซอรี่,ปัตตานี,เมืองปัตตานี,เจนนี่,6.81934,101.193567,Checked-in,2025-12-05 10:58:19,6.819387,101.193454,13.0,ปกติ
S0418,เจริญ โกรเซอรี่,สตูล,เมืองสตูล,เจนนี่,6.641914,100.011523,Checked-in,2025-12-05 08:33:34,6.641983,100.011332,22.0,ปกติ
S0419,โกไข่ โกรเซอรี่,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,วิชัย,9.085096,99.377137,Checked-in,2025-12-01 17:50:03,9.084897,99.377,26.0,ปกติ
S0420,เมืองใต้ ค้าส่ง,นราธิวาส,รือเสาะ,ทศพล,6.389952,101.467846,Checked-in,2025-12-01 13:50:38,6.389941,101.468028,20.0,ปกติ
S0421,ศรีนคร การค้า,นราธิวาส,สุไหงโก-ลก,วิชัย,6.077148,101.9127,Checked-in,2025-12-04 09:02:26,6.086564,101.919044,1260.0,ระยะไกลเกินกำหนด
S0422,อันดามัน โอชา,สงขลา,สะเดา,ทศพล,6.661442,100.390823,Not Checked-in,,,,,-
S0423,ศรีนคร มาร์ท,นราธิวาส,รือเสาะ,กานต์,6.330368,101.466275,Not Checked-in,,,,,-
S0424,ลุงพล มาร์ท,สตูล,ละงู,กานต์,6.837917,99.756679,Checked-in,2025-12-05 12:29:17,6.837775,99.756812,21.0,ปกติ
S0425,ศรีนคร มาร์ท,กระบี่,เมืองกระบี่,ทศพล,8.029227,98.911451,Checked-in,2025-12-08 14:45:50,8.029088,98.911562,19.0,ปกติ
S0426,เมืองใต้ การค้า,ตรัง,เมืองตรัง,สมชาย,7.510107,99.632537,Checked-in,2025-12-05 09:45:07,7.510144,99.632579,6.0,ปกติ
S0427,โกไข่ บริการ,ระนอง,กระบุรี,สุดารัตน์,10.450832,98.827746,Checked-in,2025-12-07 09:23:28,10.450667,98.827633,22.0,ปกติ
S0428,น้องหญิง โอชา,ยะลา,เบตง,มานะ,5.8171,101.100201,Checked-in,2025-12-06 16:40:31,5.816974,101.100241,14.0,ปกติ
S0429,รุ่งเรือง บริการ,สตูล,ละงู,สมชาย,6.822585,99.74026,Not Checked-in,,,,,-
S0430,รุ่งเรือง มาร์ท,นราธิวาส,รือเสาะ,เจนนี่,6.372226,101.567814,Not Checked-in,,,,,-
S0431,น้องหญิง ค้าส่ง,ปัตตานี,เมืองปัตตานี,กานต์,6.850453,101.301186,Not Checked-in,,,,,-
S0432,เจริญ บริการ,ระนอง,กระบุรี,ทศพล,10.382835,98.920881,Checked-in,2025-12-01 15:15:33,10.382699,98.921065,25.0,ปกติ
S0433,ป้าแดง มาร์ท,สตูล,ละงู,วิชัย,6.860129,99.753019,Checked-in,2025-12-03 13:57:42,6.859674,99.754842,207.0,ปกติ
S0434,หาดใหญ่ โกรเซอรี่,กระบี่,คลองท่อม,เจนนี่,7.996274,99.182611,Checked-in,2025-12-06 09:12:37,7.995463,99.190068,826.0,ระยะไกลเกินกำหนด
S0435,เมืองใต้ พานิช,ยะลา,บันนังสตา,สมชาย,6.273537,101.213892,Checked-in,2025-12-01 08:24:15,6.273638,101.21387,11.0,ปกติ
S0436,อันดามัน การค้า,ชุมพร,เมืองชุมพร,กานต์,10.491489,99.14884,Checked-in,2025-12-02 15:04:28,10.491323,99.148709,23.0,ปกติ
S0437,เมืองใต้ บริการ,สงขลา,รัตภูมิ,มานะ,7.139119,100.258675,Checked-in,2025-12-09 11:01:42,7.1393,100.258813,25.0,ปกติ
S0438,เจริญ สโตร์,พัทลุง,ตะโหมด,มานะ,7.33069,100.167407,Checked-in,2025-12-04 17:32:48,7.330723,100.167384,4.0,ปกติ
S0439,น้องหญิง 2025,ยะลา,บันนังสตา,ทศพล,6.227719,101.25231,Checked-in,2025-12-09 15:17:17,6.223502,101.261995,1168.0,ระยะไกลเกินกำหนด
S0440,สยาม บริการ,นราธิวาส,รือเสาะ,สุดารัตน์,6.356025,101.567099,Checked-in,2025-12-04 12:13:52,6.355974,101.567137,7.0,ปกติ
S0441,ป้าแดง บริการ,นราธิวาส,รือเสาะ,สมชาย,6.371508,101.492693,Checked-in,2025-12-05 13:20:30,6.371393,101.492618,15.0,ปกติ
S0442,ลุงพล ซัพพลาย,นราธิวาส,สุไหงโก-ลก,เจนนี่,6.011795,101.956566,Checked-in,2025-12-07 16:32:14,6.011942,101.956683,20.0,ปกติ
S0443,ป้าแดง โอชา,ภูเก็ต,กะทู้,กานต์,7.884884,98.36919,Not Checked-in,,,,,-
S0444,ป้าแดง โอชา,ตรัง,ปะเหลียน,มานะ,7.243793,99.715326,Not Checked-in,,,,,-
S0445,เมืองใต้ โอชา,นครศรีธรรมราช,ทุ่งสง,กานต์,8.165137,99.710323,Not Checked-in,,,,,-
S0446,เมืองใต้ ซัพพลาย,สตูล,ละงู,สมชาย,6.857091,99.720393,Checked-in,2025-12-05 16:09:31,6.856939,99.720469,18.0,ปกติ
S0447,น้องหญิง 2025,ภูเก็ต,ถลาง,เจนนี่,7.991888,98.32602,Checked-in,2025-12-02 08:32:10,7.994085,98.335425,1063.0,ระยะไกลเกินกำหนด
S0448,เจริญ การค้า,ตรัง,ปะเหลียน,มานะ,7.238335,99.671276,Checked-in,2025-12-04 17:55:35,7.238161,99.671198,21.0,ปกติ
S0449,อันดามัน มาร์ท,กระบี่,คลองท่อม,ทศพล,7.989431,99.163454,Not Checked-in,,,,,-
S0450,หาดใหญ่ สโตร์,ยะลา,บันนังสตา,สมชาย,6.272751,101.308969,Checked-in,2025-12-08 13:12:56,6.272823,101.308888,11.0,ปกติ
S0451,น้องหญิง 2025,ยะลา,เมืองยะลา,มานะ,6.481956,101.300116,Checked-in,2025-12-05 09:46:32,6.481766,101.300277,27.0,ปกติ
S0452,เจริญ สาขา 1,พัทลุง,ตะโหมด,เจนนี่,7.317689,100.129227,Checked-in,2025-12-07 11:30:19,7.317758,100.129115,14.0,ปกติ
S0453,โกไข่ บริการ,ปัตตานี,สายบุรี,สมชาย,6.657101,101.621966,Checked-in,2025-12-02 11:15:48,6.657216,101.622089,18.0,ปกติ
S0454,โกไข่ การค้า,ปัตตานี,เมืองปัตตานี,มานะ,6.915398,101.279973,Checked-in,2025-12-07 08:46:17,6.915284,101.280158,23.0,ปกติ
S0455,เมืองใต้ มาร์ท,ชุมพร,หลังสวน,เจนนี่,9.906583,99.023348,Checked-in,2025-12-05 11:36:45,9.906525,99.0234,8.0,ปกติ
S0456,โกไข่ โกรเซอรี่,นครศรีธรรมราช,เมืองนครศรีฯ,ทศพล,8.431712,99.928553,Checked-in,2025-12-07 13:01:44,8.431544,99.928455,21.0,ปกติ
S0457,รุ่งเรือง มาร์ท,ระนอง,กระบุรี,สมชาย,10.409319,98.921629,Not Checked-in,,,,,-
S0458,ศรีนคร ค้าส่ง,นราธิวาส,เมืองนราธิวาส,ทศพล,6.429562,101.768076,Checked-in,2025-12-05 09:37:58,6.429395,101.767933,24.0,ปกติ
S0459,เมืองใต้ ซัพพลาย,ตรัง,กันตัง,มานะ,7.418943,99.547269,Checked-in,2025-12-03 11:32:16,7.418833,99.547178,15.0,ปกติ
S0460,รุ่งเรือง โกรเซอรี่,สตูล,ละงู,สมชาย,6.929213,99.830127,Not Checked-in,,,,,-
S0461,สยาม พานิช,ปัตตานี,โคกโพธิ์,ทศพล,6.760852,101.179183,Not Checked-in,,,,,-
S0462,รุ่งเรือง 2025,ตรัง,ปะเหลียน,สมชาย,7.16774,99.749045,Checked-in,2025-12-06 16:43:50,7.167699,99.749047,4.0,ปกติ
S0463,เมืองใต้ การค้า,สตูล,ละงู,มานะ,6.93813,99.796657,Checked-in,2025-12-08 10:50:36,6.938305,99.796632,19.0,ปกติ
S0464,หาดใหญ่ 2025,ระนอง,เมืองระนอง,สมชาย,9.955909,98.595446,Checked-in,2025-12-04 17:35:45,9.956008,98.595294,19.0,ปกติ
S0465,ลุงพล โกรเซอรี่,ระนอง,กระบุรี,สมชาย,10.390278,98.926832,Not Checked-in,,,,,-
S0466,ศรีนคร โกรเซอรี่,ปัตตานี,โคกโพธิ์,กานต์,6.711828,101.133244,Checked-in,2025-12-01 08:42:54,6.711686,101.133366,20.0,ปกติ
S0467,ศรีนคร มาร์ท,ตรัง,ปะเหลียน,วิชัย,7.16607,99.735682,Checked-in,2025-12-01 14:39:11,7.166247,99.735609,21.0,ปกติ
S0468,อันดามัน ซัพพลาย,นราธิวาส,สุไหงโก-ลก,เจนนี่,6.000845,102.018806,Not Checked-in,,,,,-
S0469,เจริญ สาขา 1,พังงา,ตะกั่วป่า,สุดารัตน์,8.888921,98.366084,Not Checked-in,,,,,-
S0470,ศรีนคร บริการ,สตูล,ละงู,กานต์,6.821616,99.780551,Checked-in,2025-12-07 17:13:39,6.821563,99.780651,12.0,ปกติ
S0471,เจริญ การค้า,ยะลา,บันนังสตา,มานะ,6.28856,101.240505,Not Checked-in,,,,,-
S0472,ป้าแดง สาขา 1,ตรัง,ปะเหลียน,ทศพล,7.152114,99.654649,Not Checked-in,,,,,-
S0473,ลุงพล สาขา 1,ตรัง,กันตัง,เจนนี่,7.461479,99.572101,Checked-in,2025-12-09 16:03:41,7.470306,99.564323,1303.0,ระยะไกลเกินกำหนด
S0474,โกไข่ ค้าส่ง,นราธิวาส,รือเสาะ,วิชัย,6.387743,101.57655,Not Checked-in,,,,,-
S0475,ศรีนคร มาร์ท,สุราษฎร์ธานี,ไชยา,สมชาย,9.353383,99.198919,Checked-in,2025-12-04 08:37:40,9.352991,99.197251,188.0,ปกติ
S0476,อันดามัน 2025,ตรัง,เมืองตรัง,ทศพล,7.575407,99.590163,Not Checked-in,,,,,-
S0477,เมืองใต้ 2025,สงขลา,หาดใหญ่,เจนนี่,6.945574,100.442888,Checked-in,2025-12-02 14:43:26,6.94564,100.442847,8.0,ปกติ
S0478,ลุงพล โกรเซอรี่,ภูเก็ต,ถลาง,สมชาย,7.975115,98.319772,Checked-in,2025-12-06 15:30:00,7.975208,98.319797,10.0,ปกติ
S0479,เมืองใต้ โอชา,สตูล,ละงู,กานต์,6.938644,99.821509,Checked-in,2025-12-04 11:23:19,6.938638,99.821556,5.0,ปกติ
S0480,หาดใหญ่ ซัพพลาย,ระนอง,กระบุรี,กานต์,10.355693,98.916442,Checked-in,2025-12-02 08:23:04,10.355695,98.916492,5.0,ปกติ
S0481,เจริญ พานิช,ชุมพร,เมืองชุมพร,มานะ,10.527823,99.220939,Checked-in,2025-12-03 11:31:14,10.527701,99.221002,15.0,ปกติ
S0482,เมืองใต้ พานิช,กระบี่,อ่าวลึก,ทศพล,8.332375,98.748946,Checked-in,2025-12-08 09:32:20,8.332617,98.757796,973.0,ระยะไกลเกินกำหนด
S0483,รุ่งเรือง สโตร์,ชุมพร,ปะทิว,กานต์,10.717161,99.389784,Not Checked-in,,,,,-
S0484,หาดใหญ่ โอชา,ชุมพร,หลังสวน,สุดารัตน์,10.004194,99.099953,Not Checked-in,,,,,-
S0485,โกไข่ สาขา 1,สุราษฎร์ธานี,เมืองสุราษฎร์ฯ,สมชาย,9.169075,99.270754,Checked-in,2025-12-05 12:14:11,9.168875,99.27071,22.0,ปกติ
S0486,เมืองใต้ บริการ,สุราษฎร์ธานี,ไชยา,เจนนี่,9.388573,99.177063,Checked-in,2025-12-07 08:59:13,9.38867,99.177202,18.0,ปกติ
S0487,โกไข่ สาขา 1,นราธิวาส,เมืองนราธิวาส,สมชาย,6.380366,101.854223,Checked-in,2025-12-02 10:09:25,6.380355,101.854326,11.0,ปกติ
S0488,รุ่งเรือง 2025,นครศรีธรรมราช,ท่าศาลา,วิชัย,8.653107,99.967509,Checked-in,2025-12-05 16:18:07,8.653015,99.967673,20.0,ปกติ
S0489,น้องหญิง โกรเซอรี่,ตรัง,เมืองตรัง,วิชัย,7.534195,99.605125,Not Checked-in,,,,,-
S0490,ศรีนคร ค้าส่ง,นครศรีธรรมราช,ท่าศาลา,กานต์,8.650424,99.91122,Checked-in,2025-12-04 14:12:44,8.650366,99.911113,13.0,ปกติ
S0491,เจริญ บริการ,ยะลา,บันนังสตา,เจนนี่,6.2579,101.263115,Not Checked-in,,,,,-
S0492,โกไข่ สาขา 1,พังงา,เมืองพังงา,สมชาย,8.408685,98.476558,Checked-in,2025-12-07 16:33:02,8.408704,98.476598,4.0,ปกติ
S0493,เมืองใต้ โอชา,ภูเก็ต,กะทู้,ทศพล,7.955941,98.365768,Not Checked-in,,,,,-
S0494,ทรัพย์ พานิช,พังงา,เมืองพังงา,ทศพล,8.408743,98.504593,Checked-in,2025-12-03 15:54:36,8.408876,98.504506,17.0,ปกติ
S0495,ทรัพย์ สโตร์,ตรัง,เมืองตรัง,ทศพล,7.555853,99.596639,Checked-in,2025-12-06 15:24:17,7.555808,99.596661,5.0,ปกติ
S0496,เมืองใต้ สโตร์,สตูล,ละงู,สุดารัตน์,6.877474,99.744108,Checked-in,2025-12-04 10:29:37,6.877525,99.743951,18.0,ปกติ
S0497,โกไข่ ค้าส่ง,กระบี่,อ่าวลึก,เจนนี่,8.396365,98.753659,Not Checked-in,,,,,-
S0498,อันดามัน สาขา 1,ระนอง,เมืองระนอง,มานะ,9.912766,98.677058,Checked-in,2025-12-04 13:26:14,9.912883,98.676915,20.0,ปกติ
S0499,ป้าแดง โอชา,ตรัง,กันตัง,สมชาย,7.38028,99.530884,Checked-in,2025-12-02 09:52:41,7.380085,99.531046,28.0,ปกติ
S0500,น้องหญิง โกรเซอรี่,ภูเก็ต,ถลาง,สมชาย,7.972545,98.305744,Not Checked-in,,,,,-
S0501,อันดามัน สาขา 1,สุราษฎร์ธานี,เกาะสมุย,สุดารัตน์,9.545922,99.964426,Checked-in,2025-12-08 15:15:21,9.545788,99.964373,15.0,ปกติ
S0502,ป้าแดง สโตร์,สตูล,เมืองสตูล,วิชัย,6.589824,100.064007,Checked-in,2025-12-06 13:44:46,6.589753,100.063991,8.0,ปกติ
S0503,โกไข่ โอชา,ระนอง,กระบุรี,เจนนี่,10.419407,98.935699,Checked-in,2025-12-08 15:24:51,10.419335,98.935738,9.0,ปกติ
S0504,น้องหญิง โอชา,พัทลุง,ตะโหมด,วิชัย,7.304297,100.162657,Checked-in,2025-12-01 10:14:31,7.30421,100.162827,20.0,ปกติ
S0505,ป้าแดง โกรเซอรี่,พัทลุง,เมืองพัทลุง,วิชัย,7.623557,100.031872,Checked-in,2025-12-08 14:19:38,7.623517,100.031944,9.0,ปกติ
S0506,ศรีนคร ค้าส่ง,ปัตตานี,สายบุรี,มานะ,6.671599,101.560802,Checked-in,2025-12-07 11:03:12,6.671421,101.560817,19.0,ปกติ
S0507,โกไข่ ค้าส่ง,ภูเก็ต,เมืองภูเก็ต,เจนนี่,7.858289,98.436432,Not Checked-in,,,,,-
S0508,ป้าแดง พานิช,ชุมพร,ปะทิว,สุดารัตน์,10.747411,99.352379,Checked-in,2025-12-02 12:06:03,10.747482,99.35245,11.0,ปกติ
S0509,เมืองใต้ พานิช,พังงา,เมืองพังงา,ทศพล,8.470098,98.490144,Checked-in,2025-12-07 17:31:02,8.470157,98.489978,19.0,ปกติ
S0510,โกไข่ มาร์ท,ระนอง,กระบุรี,ทศพล,10.41394,98.922142,Checked-in,2025-12-02 08:32:04,10.414026,98.922259,15.0,ปกติ
S0511,เมืองใต้ ค้าส่ง,พัทลุง,ตะโหมด,ทศพล,7.397243,100.162195,Checked-in,2025-12-04 14:02:42,7.397415,100.162144,19.0,ปกติ
S0512,ลุงพล โกรเซอรี่,สุราษฎร์ธานี,ไชยา,เจนนี่,9.361289,99.204435,Not Checked-in,,,,,-
S0513,ศรีนคร 2025,ยะลา,เบตง,กานต์,5.769307,101.051867,Checked-in,2025-12-06 10:14:07,5.769404,101.051735,18.0,ปกติ
S0514,โกไข่ ซัพพลาย,ยะลา,เมืองยะลา,มานะ,6.522195,101.256941,Checked-in,2025-12-06 11:29:16,6.522286,101.257136,23.0,ปกติ
S0515,ศรีนคร สโตร์,สงขลา,หาดใหญ่,สมชาย,6.979817,100.476992,Checked-in,2025-12-06 16:54:48,6.979653,100.476912,20.0,ปกติ
S0516,ป้าแดง ซัพพลาย,นราธิวาส,สุไหงโก-ลก,สมชาย,6.058037,101.965554,Not Checked-in,,,,,-
S0517,น้องหญิง ซัพพลาย,พัทลุง,ตะโหมด,มานะ,7.37988,100.146705,Checked-in,2025-12-08 08:19:17,7.37993,100.146839,15.0,ปกติ
S0518,ลุงพล สโตร์,ยะลา,บันนังสตา,สมชาย,6.313855,101.2458,Not Checked-in,,,,,-
S0519,โกไข่ โกรเซอรี่,สุราษฎร์ธานี,พุนพิน,เจนนี่,9.083475,99.268148,Not Checked-in,,,,,-
